kind,k_true,sep,field_sigma,trend_amp,noise_sigma,cell_idx,realiz,truth_k,method,k_hat
trend,,,,3.0,,4,0,1,calinski_harabasz,4
trend,,,,3.0,,4,0,1,davies_bouldin,4
trend,,,,3.0,,4,0,1,decluster_dip,1
trend,,,,3.0,,4,0,1,ess_dip,1
trend,,,,3.0,,4,0,1,ess_dip_detrend,1
trend,,,,3.0,,4,0,1,ess_dip_adaptive,1
trend,,,,3.0,,4,0,1,ess_dip_local,1
trend,,,,1.5,,3,13,1,classical_gap,8
trend,,,,1.5,,3,13,1,silhouette,2
trend,,,,1.5,,3,13,1,calinski_harabasz,2
trend,,,,1.5,,3,13,1,davies_bouldin,2
trend,,,,1.5,,3,13,1,decluster_dip,1
trend,,,,1.5,,3,13,1,ess_dip,1
trend,,,,1.5,,3,13,1,ess_dip_detrend,1
trend,,,,1.5,,3,13,1,ess_dip_adaptive,1
trend,,,,1.5,,3,13,1,ess_dip_local,1
trend,,,,3.0,,4,1,1,classical_gap,8
trend,,,,3.0,,4,1,1,silhouette,4
trend,,,,3.0,,4,1,1,calinski_harabasz,4
trend,,,,3.0,,4,1,1,davies_bouldin,8
trend,,,,3.0,,4,1,1,decluster_dip,1
trend,,,,3.0,,4,1,1,ess_dip,1
trend,,,,3.0,,4,1,1,ess_dip_detrend,1
trend,,,,3.0,,4,1,1,ess_dip_adaptive,1
trend,,,,3.0,,4,1,1,ess_dip_local,1
trend,,,,1.5,,3,10,1,classical_gap,8
trend,,,,1.5,,3,10,1,silhouette,2
trend,,,,1.5,,3,10,1,calinski_harabasz,2
trend,,,,1.5,,3,10,1,davies_bouldin,4
trend,,,,1.5,,3,10,1,decluster_dip,1
trend,,,,1.5,,3,10,1,ess_dip,1
trend,,,,1.5,,3,10,1,ess_dip_detrend,1
trend,,,,1.5,,3,10,1,ess_dip_adaptive,1
trend,,,,1.5,,3,10,1,ess_dip_local,1
trend,,,,1.5,,3,14,1,classical_gap,6
trend,,,,1.5,,3,14,1,silhouette,3
trend,,,,1.5,,3,14,1,calinski_harabasz,4
trend,,,,1.5,,3,14,1,davies_bouldin,4
trend,,,,1.5,,3,14,1,decluster_dip,1
trend,,,,1.5,,3,14,1,ess_dip,1
trend,,,,1.5,,3,14,1,ess_dip_detrend,1
trend,,,,1.5,,3,14,1,ess_dip_adaptive,1
trend,,,,1.5,,3,14,1,ess_dip_local,1
trend,,,,3.0,,4,2,1,classical_gap,8
trend,,,,3.0,,4,2,1,silhouette,2
trend,,,,3.0,,4,2,1,calinski_harabasz,2
trend,,,,3.0,,4,2,1,davies_bouldin,2
trend,,,,3.0,,4,2,1,decluster_dip,1
trend,,,,3.0,,4,2,1,ess_dip,1
trend,,,,3.0,,4,2,1,ess_dip_detrend,1
trend,,,,3.0,,4,2,1,ess_dip_adaptive,1
trend,,,,3.0,,4,2,1,ess_dip_local,1
trend,,,,3.0,,4,5,1,classical_gap,8
trend,,,,3.0,,4,5,1,silhouette,4
trend,,,,3.0,,4,5,1,calinski_harabasz,4
trend,,,,3.0,,4,5,1,davies_bouldin,4
trend,,,,3.0,,4,5,1,decluster_dip,1
trend,,,,3.0,,4,5,1,ess_dip,1
trend,,,,3.0,,4,5,1,ess_dip_detrend,1
trend,,,,3.0,,4,5,1,ess_dip_adaptive,1
trend,,,,3.0,,4,5,1,ess_dip_local,1
trend,,,,3.0,,4,7,1,classical_gap,4
trend,,,,3.0,,4,7,1,silhouette,3
trend,,,,3.0,,4,7,1,calinski_harabasz,8
trend,,,,3.0,,4,7,1,davies_bouldin,5
trend,,,,3.0,,4,7,1,decluster_dip,1
trend,,,,3.0,,4,7,1,ess_dip,1
trend,,,,3.0,,4,7,1,ess_dip_detrend,1
trend,,,,3.0,,4,7,1,ess_dip_adaptive,1
trend,,,,3.0,,4,7,1,ess_dip_local,1
trend,,,,3.0,,4,4,1,classical_gap,8
trend,,,,3.0,,4,4,1,silhouette,4
trend,,,,3.0,,4,4,1,calinski_harabasz,4
trend,,,,3.0,,4,4,1,davies_bouldin,8
trend,,,,3.0,,4,4,1,decluster_dip,1
trend,,,,3.0,,4,4,1,ess_dip,1
trend,,,,3.0,,4,4,1,ess_dip_detrend,1
trend,,,,3.0,,4,4,1,ess_dip_adaptive,1
trend,,,,3.0,,4,4,1,ess_dip_local,1
trend,,,,3.0,,4,6,1,classical_gap,8
trend,,,,3.0,,4,6,1,silhouette,2
trend,,,,3.0,,4,6,1,calinski_harabasz,2
trend,,,,3.0,,4,6,1,davies_bouldin,2
trend,,,,3.0,,4,6,1,decluster_dip,1
trend,,,,3.0,,4,6,1,ess_dip,1
trend,,,,3.0,,4,6,1,ess_dip_detrend,1
trend,,,,3.0,,4,6,1,ess_dip_adaptive,1
trend,,,,3.0,,4,6,1,ess_dip_local,1
trend,,,,3.0,,4,12,1,classical_gap,8
trend,,,,3.0,,4,12,1,silhouette,2
trend,,,,3.0,,4,12,1,calinski_harabasz,3
trend,,,,3.0,,4,12,1,davies_bouldin,5
trend,,,,3.0,,4,12,1,decluster_dip,1
trend,,,,3.0,,4,12,1,ess_dip,1
trend,,,,3.0,,4,12,1,ess_dip_detrend,1
trend,,,,3.0,,4,12,1,ess_dip_adaptive,1
trend,,,,3.0,,4,12,1,ess_dip_local,1
trend,,,,3.0,,4,13,1,classical_gap,8
trend,,,,3.0,,4,13,1,silhouette,4
trend,,,,3.0,,4,13,1,calinski_harabasz,4
trend,,,,3.0,,4,13,1,davies_bouldin,4
trend,,,,3.0,,4,13,1,decluster_dip,1
trend,,,,3.0,,4,13,1,ess_dip,1
trend,,,,3.0,,4,13,1,ess_dip_detrend,1
trend,,,,3.0,,4,13,1,ess_dip_adaptive,1
trend,,,,3.0,,4,13,1,ess_dip_local,1
trend,,,,3.0,,4,10,1,classical_gap,8
trend,,,,3.0,,4,10,1,silhouette,5
trend,,,,3.0,,4,10,1,calinski_harabasz,4
trend,,,,3.0,,4,10,1,davies_bouldin,8
trend,,,,3.0,,4,10,1,decluster_dip,1
trend,,,,3.0,,4,10,1,ess_dip,1
trend,,,,3.0,,4,10,1,ess_dip_detrend,1
trend,,,,3.0,,4,10,1,ess_dip_adaptive,1
trend,,,,3.0,,4,10,1,ess_dip_local,1
trend,,,,3.0,,4,8,1,classical_gap,8
trend,,,,3.0,,4,8,1,silhouette,4
trend,,,,3.0,,4,8,1,calinski_harabasz,5
trend,,,,3.0,,4,8,1,davies_bouldin,5
trend,,,,3.0,,4,8,1,decluster_dip,1
trend,,,,3.0,,4,8,1,ess_dip,1
trend,,,,3.0,,4,8,1,ess_dip_detrend,1
trend,,,,3.0,,4,8,1,ess_dip_adaptive,1
trend,,,,3.0,,4,8,1,ess_dip_local,1
trend,,,,3.0,,4,11,1,classical_gap,8
trend,,,,3.0,,4,11,1,silhouette,2
trend,,,,3.0,,4,11,1,calinski_harabasz,4
trend,,,,3.0,,4,11,1,davies_bouldin,4
trend,,,,3.0,,4,11,1,decluster_dip,1
trend,,,,3.0,,4,11,1,ess_dip,1
trend,,,,3.0,,4,11,1,ess_dip_detrend,1
trend,,,,3.0,,4,11,1,ess_dip_adaptive,1
trend,,,,3.0,,4,11,1,ess_dip_local,1
trend,,,,3.0,,4,9,1,classical_gap,8
trend,,,,3.0,,4,9,1,silhouette,3
trend,,,,3.0,,4,9,1,calinski_harabasz,4
trend,,,,3.0,,4,9,1,davies_bouldin,3
trend,,,,3.0,,4,9,1,decluster_dip,1
trend,,,,3.0,,4,9,1,ess_dip,1
trend,,,,3.0,,4,9,1,ess_dip_detrend,1
trend,,,,3.0,,4,9,1,ess_dip_adaptive,1
trend,,,,3.0,,4,9,1,ess_dip_local,1
trend,,,,3.0,,4,14,1,classical_gap,8
trend,,,,3.0,,4,14,1,silhouette,2
trend,,,,3.0,,4,14,1,calinski_harabasz,2
trend,,,,3.0,,4,14,1,davies_bouldin,2
trend,,,,3.0,,4,14,1,decluster_dip,1
trend,,,,3.0,,4,14,1,ess_dip,1
trend,,,,3.0,,4,14,1,ess_dip_detrend,1
trend,,,,3.0,,4,14,1,ess_dip_adaptive,1
trend,,,,3.0,,4,14,1,ess_dip_local,1
struct,2,2.0,6.0,,,5,3,2,classical_gap,2
struct,2,2.0,6.0,,,5,3,2,silhouette,2
struct,2,2.0,6.0,,,5,3,2,calinski_harabasz,2
struct,2,2.0,6.0,,,5,3,2,davies_bouldin,2
struct,2,2.0,6.0,,,5,3,2,decluster_dip,2
struct,2,2.0,6.0,,,5,3,2,ess_dip,2
struct,2,2.0,6.0,,,5,3,2,ess_dip_detrend,1
struct,2,2.0,6.0,,,5,3,2,ess_dip_adaptive,2
struct,2,2.0,6.0,,,5,3,2,ess_dip_local,2
struct,2,2.0,6.0,,,5,2,2,classical_gap,2
struct,2,2.0,6.0,,,5,2,2,silhouette,2
struct,2,2.0,6.0,,,5,2,2,calinski_harabasz,2
struct,2,2.0,6.0,,,5,2,2,davies_bouldin,2
struct,2,2.0,6.0,,,5,2,2,decluster_dip,2
struct,2,2.0,6.0,,,5,2,2,ess_dip,2
struct,2,2.0,6.0,,,5,2,2,ess_dip_detrend,2
struct,2,2.0,6.0,,,5,2,2,ess_dip_adaptive,2
struct,2,2.0,6.0,,,5,2,2,ess_dip_local,2
struct,2,2.0,6.0,,,5,4,2,classical_gap,2
struct,2,2.0,6.0,,,5,4,2,silhouette,2
struct,2,2.0,6.0,,,5,4,2,calinski_harabasz,2
struct,2,2.0,6.0,,,5,4,2,davies_bouldin,2
struct,2,2.0,6.0,,,5,4,2,decluster_dip,2
struct,2,2.0,6.0,,,5,4,2,ess_dip,2
struct,2,2.0,6.0,,,5,4,2,ess_dip_detrend,2
struct,2,2.0,6.0,,,5,4,2,ess_dip_adaptive,2
struct,2,2.0,6.0,,,5,4,2,ess_dip_local,2
struct,2,2.0,6.0,,,5,6,2,classical_gap,2
struct,2,2.0,6.0,,,5,6,2,silhouette,2
struct,2,2.0,6.0,,,5,6,2,calinski_harabasz,2
struct,2,2.0,6.0,,,5,6,2,davies_bouldin,2
struct,2,2.0,6.0,,,5,6,2,decluster_dip,2
struct,2,2.0,6.0,,,5,6,2,ess_dip,2
struct,2,2.0,6.0,,,5,6,2,ess_dip_detrend,1
struct,2,2.0,6.0,,,5,6,2,ess_dip_adaptive,2
struct,2,2.0,6.0,,,5,6,2,ess_dip_local,2
struct,2,2.0,6.0,,,5,13,2,classical_gap,2
struct,2,2.0,6.0,,,5,13,2,silhouette,2
struct,2,2.0,6.0,,,5,13,2,calinski_harabasz,2
struct,2,2.0,6.0,,,5,13,2,davies_bouldin,2
struct,2,2.0,6.0,,,5,13,2,decluster_dip,1
struct,2,2.0,6.0,,,5,13,2,ess_dip,1
struct,2,2.0,6.0,,,5,13,2,ess_dip_detrend,1
struct,2,2.0,6.0,,,5,13,2,ess_dip_adaptive,1
struct,2,2.0,6.0,,,5,13,2,ess_dip_local,1
struct,2,2.0,6.0,,,5,0,2,classical_gap,2
struct,2,2.0,6.0,,,5,0,2,silhouette,2
struct,2,2.0,6.0,,,5,0,2,calinski_harabasz,2
struct,2,2.0,6.0,,,5,0,2,davies_bouldin,2
struct,2,2.0,6.0,,,5,0,2,decluster_dip,2
struct,2,2.0,6.0,,,5,0,2,ess_dip,2
struct,2,2.0,6.0,,,5,0,2,ess_dip_detrend,1
struct,2,2.0,6.0,,,5,0,2,ess_dip_adaptive,2
struct,2,2.0,6.0,,,5,0,2,ess_dip_local,2
struct,2,2.0,6.0,,,5,1,2,classical_gap,2
struct,2,2.0,6.0,,,5,1,2,silhouette,2
struct,2,2.0,6.0,,,5,1,2,calinski_harabasz,2
struct,2,2.0,6.0,,,5,1,2,davies_bouldin,2
struct,2,2.0,6.0,,,5,1,2,decluster_dip,2
struct,2,2.0,6.0,,,5,1,2,ess_dip,2
struct,2,2.0,6.0,,,5,1,2,ess_dip_detrend,2
struct,2,2.0,6.0,,,5,1,2,ess_dip_adaptive,2
struct,2,2.0,6.0,,,5,1,2,ess_dip_local,2
struct,2,2.0,6.0,,,5,7,2,classical_gap,2
struct,2,2.0,6.0,,,5,7,2,silhouette,2
struct,2,2.0,6.0,,,5,7,2,calinski_harabasz,2
struct,2,2.0,6.0,,,5,7,2,davies_bouldin,2
struct,2,2.0,6.0,,,5,7,2,decluster_dip,2
struct,2,2.0,6.0,,,5,7,2,ess_dip,2
struct,2,2.0,6.0,,,5,7,2,ess_dip_detrend,1
struct,2,2.0,6.0,,,5,7,2,ess_dip_adaptive,2
struct,2,2.0,6.0,,,5,7,2,ess_dip_local,2
struct,2,2.0,6.0,,,5,5,2,classical_gap,2
struct,2,2.0,6.0,,,5,5,2,silhouette,2
struct,2,2.0,6.0,,,5,5,2,calinski_harabasz,2
struct,2,2.0,6.0,,,5,5,2,davies_bouldin,2
struct,2,2.0,6.0,,,5,5,2,decluster_dip,2
struct,2,2.0,6.0,,,5,5,2,ess_dip,2
struct,2,2.0,6.0,,,5,5,2,ess_dip_detrend,1
struct,2,2.0,6.0,,,5,5,2,ess_dip_adaptive,2
struct,2,2.0,6.0,,,5,5,2,ess_dip_local,2
struct,2,2.0,6.0,,,5,10,2,classical_gap,2
struct,2,2.0,6.0,,,5,10,2,silhouette,2
struct,2,2.0,6.0,,,5,10,2,calinski_harabasz,2
struct,2,2.0,6.0,,,5,10,2,davies_bouldin,2
struct,2,2.0,6.0,,,5,10,2,decluster_dip,2
struct,2,2.0,6.0,,,5,10,2,ess_dip,2
struct,2,2.0,6.0,,,5,10,2,ess_dip_detrend,2
struct,2,2.0,6.0,,,5,10,2,ess_dip_adaptive,2
struct,2,2.0,6.0,,,5,10,2,ess_dip_local,2
struct,2,2.0,6.0,,,5,14,2,classical_gap,2
struct,2,2.0,6.0,,,5,14,2,silhouette,2
struct,2,2.0,6.0,,,5,14,2,calinski_harabasz,2
struct,2,2.0,6.0,,,5,14,2,davies_bouldin,2
struct,2,2.0,6.0,,,5,14,2,decluster_dip,2
struct,2,2.0,6.0,,,5,14,2,ess_dip,2
struct,2,2.0,6.0,,,5,14,2,ess_dip_detrend,1
struct,2,2.0,6.0,,,5,14,2,ess_dip_adaptive,2
struct,2,2.0,6.0,,,5,14,2,ess_dip_local,2
struct,2,2.0,9.0,,,6,1,2,classical_gap,2
struct,2,2.0,9.0,,,6,1,2,silhouette,2
struct,2,2.0,9.0,,,6,1,2,calinski_harabasz,2
struct,2,2.0,9.0,,,6,1,2,davies_bouldin,2
struct,2,2.0,9.0,,,6,1,2,decluster_dip,2
struct,2,2.0,9.0,,,6,1,2,ess_dip,2
struct,2,2.0,9.0,,,6,1,2,ess_dip_detrend,1
struct,2,2.0,9.0,,,6,1,2,ess_dip_adaptive,2
struct,2,2.0,9.0,,,6,1,2,ess_dip_local,2
struct,2,2.0,6.0,,,5,9,2,classical_gap,2
struct,2,2.0,6.0,,,5,9,2,silhouette,2
struct,2,2.0,6.0,,,5,9,2,calinski_harabasz,2
struct,2,2.0,6.0,,,5,9,2,davies_bouldin,2
struct,2,2.0,6.0,,,5,9,2,decluster_dip,2
struct,2,2.0,6.0,,,5,9,2,ess_dip,2
struct,2,2.0,6.0,,,5,9,2,ess_dip_detrend,2
struct,2,2.0,6.0,,,5,9,2,ess_dip_adaptive,2
struct,2,2.0,6.0,,,5,9,2,ess_dip_local,2
struct,2,2.0,6.0,,,5,8,2,classical_gap,2
struct,2,2.0,6.0,,,5,8,2,silhouette,2
struct,2,2.0,6.0,,,5,8,2,calinski_harabasz,2
struct,2,2.0,6.0,,,5,8,2,davies_bouldin,2
struct,2,2.0,6.0,,,5,8,2,decluster_dip,2
struct,2,2.0,6.0,,,5,8,2,ess_dip,2
struct,2,2.0,6.0,,,5,8,2,ess_dip_detrend,2
struct,2,2.0,6.0,,,5,8,2,ess_dip_adaptive,2
struct,2,2.0,6.0,,,5,8,2,ess_dip_local,2
struct,2,2.0,6.0,,,5,11,2,classical_gap,2
struct,2,2.0,6.0,,,5,11,2,silhouette,2
struct,2,2.0,6.0,,,5,11,2,calinski_harabasz,2
struct,2,2.0,6.0,,,5,11,2,davies_bouldin,2
struct,2,2.0,6.0,,,5,11,2,decluster_dip,2
struct,2,2.0,6.0,,,5,11,2,ess_dip,2
struct,2,2.0,6.0,,,5,11,2,ess_dip_detrend,1
struct,2,2.0,6.0,,,5,11,2,ess_dip_adaptive,2
struct,2,2.0,6.0,,,5,11,2,ess_dip_local,2
struct,2,2.0,6.0,,,5,12,2,classical_gap,2
struct,2,2.0,6.0,,,5,12,2,silhouette,2
struct,2,2.0,6.0,,,5,12,2,calinski_harabasz,2
struct,2,2.0,6.0,,,5,12,2,davies_bouldin,2
struct,2,2.0,6.0,,,5,12,2,decluster_dip,2
struct,2,2.0,6.0,,,5,12,2,ess_dip,2
struct,2,2.0,6.0,,,5,12,2,ess_dip_detrend,1
struct,2,2.0,6.0,,,5,12,2,ess_dip_adaptive,2
struct,2,2.0,6.0,,,5,12,2,ess_dip_local,2
struct,2,2.0,9.0,,,6,3,2,classical_gap,2
struct,2,2.0,9.0,,,6,3,2,silhouette,2
struct,2,2.0,9.0,,,6,3,2,calinski_harabasz,2
struct,2,2.0,9.0,,,6,3,2,davies_bouldin,2
struct,2,2.0,9.0,,,6,3,2,decluster_dip,1
struct,2,2.0,9.0,,,6,3,2,ess_dip,1
struct,2,2.0,9.0,,,6,3,2,ess_dip_detrend,1
struct,2,2.0,9.0,,,6,3,2,ess_dip_adaptive,1
struct,2,2.0,9.0,,,6,3,2,ess_dip_local,2
struct,2,2.0,9.0,,,6,2,2,classical_gap,2
struct,2,2.0,9.0,,,6,2,2,silhouette,2
struct,2,2.0,9.0,,,6,2,2,calinski_harabasz,2
struct,2,2.0,9.0,,,6,2,2,davies_bouldin,2
struct,2,2.0,9.0,,,6,2,2,decluster_dip,2
struct,2,2.0,9.0,,,6,2,2,ess_dip,1
struct,2,2.0,9.0,,,6,2,2,ess_dip_detrend,1
struct,2,2.0,9.0,,,6,2,2,ess_dip_adaptive,2
struct,2,2.0,9.0,,,6,2,2,ess_dip_local,2
struct,2,2.0,9.0,,,6,9,2,classical_gap,2
struct,2,2.0,9.0,,,6,9,2,silhouette,2
struct,2,2.0,9.0,,,6,9,2,calinski_harabasz,2
struct,2,2.0,9.0,,,6,9,2,davies_bouldin,2
struct,2,2.0,9.0,,,6,9,2,decluster_dip,2
struct,2,2.0,9.0,,,6,9,2,ess_dip,2
struct,2,2.0,9.0,,,6,9,2,ess_dip_detrend,1
struct,2,2.0,9.0,,,6,9,2,ess_dip_adaptive,2
struct,2,2.0,9.0,,,6,9,2,ess_dip_local,2
struct,2,2.0,9.0,,,6,0,2,classical_gap,2
struct,2,2.0,9.0,,,6,0,2,silhouette,2
struct,2,2.0,9.0,,,6,0,2,calinski_harabasz,2
struct,2,2.0,9.0,,,6,0,2,davies_bouldin,2
struct,2,2.0,9.0,,,6,0,2,decluster_dip,2
struct,2,2.0,9.0,,,6,0,2,ess_dip,1
struct,2,2.0,9.0,,,6,0,2,ess_dip_detrend,1
struct,2,2.0,9.0,,,6,0,2,ess_dip_adaptive,2
struct,2,2.0,9.0,,,6,0,2,ess_dip_local,2
struct,2,2.0,9.0,,,6,4,2,classical_gap,2
struct,2,2.0,9.0,,,6,4,2,silhouette,2
struct,2,2.0,9.0,,,6,4,2,calinski_harabasz,2
struct,2,2.0,9.0,,,6,4,2,davies_bouldin,2
struct,2,2.0,9.0,,,6,4,2,decluster_dip,2
struct,2,2.0,9.0,,,6,4,2,ess_dip,2
struct,2,2.0,9.0,,,6,4,2,ess_dip_detrend,1
struct,2,2.0,9.0,,,6,4,2,ess_dip_adaptive,2
struct,2,2.0,9.0,,,6,4,2,ess_dip_local,2
struct,2,2.0,9.0,,,6,7,2,classical_gap,2
struct,2,2.0,9.0,,,6,7,2,silhouette,2
struct,2,2.0,9.0,,,6,7,2,calinski_harabasz,2
struct,2,2.0,9.0,,,6,7,2,davies_bouldin,2
struct,2,2.0,9.0,,,6,7,2,decluster_dip,2
struct,2,2.0,9.0,,,6,7,2,ess_dip,1
struct,2,2.0,9.0,,,6,7,2,ess_dip_detrend,1
struct,2,2.0,9.0,,,6,7,2,ess_dip_adaptive,1
struct,2,2.0,9.0,,,6,7,2,ess_dip_local,2
struct,2,2.0,9.0,,,6,5,2,classical_gap,2
struct,2,2.0,9.0,,,6,5,2,silhouette,2
struct,2,2.0,9.0,,,6,5,2,calinski_harabasz,2
struct,2,2.0,9.0,,,6,5,2,davies_bouldin,2
struct,2,2.0,9.0,,,6,5,2,decluster_dip,2
struct,2,2.0,9.0,,,6,5,2,ess_dip,2
struct,2,2.0,9.0,,,6,5,2,ess_dip_detrend,1
struct,2,2.0,9.0,,,6,5,2,ess_dip_adaptive,2
struct,2,2.0,9.0,,,6,5,2,ess_dip_local,2
struct,2,2.0,9.0,,,6,10,2,classical_gap,2
struct,2,2.0,9.0,,,6,10,2,silhouette,2
struct,2,2.0,9.0,,,6,10,2,calinski_harabasz,2
struct,2,2.0,9.0,,,6,10,2,davies_bouldin,2
struct,2,2.0,9.0,,,6,10,2,decluster_dip,2
struct,2,2.0,9.0,,,6,10,2,ess_dip,1
struct,2,2.0,9.0,,,6,10,2,ess_dip_detrend,1
struct,2,2.0,9.0,,,6,10,2,ess_dip_adaptive,2
struct,2,2.0,9.0,,,6,10,2,ess_dip_local,2
struct,2,3.0,6.0,,,7,1,2,classical_gap,2
struct,2,3.0,6.0,,,7,1,2,silhouette,2
struct,2,3.0,6.0,,,7,1,2,calinski_harabasz,2
struct,2,3.0,6.0,,,7,1,2,davies_bouldin,2
struct,2,3.0,6.0,,,7,1,2,decluster_dip,2
struct,2,3.0,6.0,,,7,1,2,ess_dip,2
struct,2,3.0,6.0,,,7,1,2,ess_dip_detrend,2
struct,2,3.0,6.0,,,7,1,2,ess_dip_adaptive,2
struct,2,3.0,6.0,,,7,1,2,ess_dip_local,2
struct,2,2.0,9.0,,,6,13,2,classical_gap,2
struct,2,2.0,9.0,,,6,13,2,silhouette,2
struct,2,2.0,9.0,,,6,13,2,calinski_harabasz,2
struct,2,2.0,9.0,,,6,13,2,davies_bouldin,2
struct,2,2.0,9.0,,,6,13,2,decluster_dip,2
struct,2,2.0,9.0,,,6,13,2,ess_dip,2
struct,2,2.0,9.0,,,6,13,2,ess_dip_detrend,2
struct,2,2.0,9.0,,,6,13,2,ess_dip_adaptive,2
struct,2,2.0,9.0,,,6,13,2,ess_dip_local,2
struct,2,2.0,9.0,,,6,8,2,classical_gap,2
struct,2,2.0,9.0,,,6,8,2,silhouette,2
struct,2,2.0,9.0,,,6,8,2,calinski_harabasz,2
struct,2,2.0,9.0,,,6,8,2,davies_bouldin,2
struct,2,2.0,9.0,,,6,8,2,decluster_dip,2
struct,2,2.0,9.0,,,6,8,2,ess_dip,1
struct,2,2.0,9.0,,,6,8,2,ess_dip_detrend,1
struct,2,2.0,9.0,,,6,8,2,ess_dip_adaptive,1
struct,2,2.0,9.0,,,6,8,2,ess_dip_local,2
struct,2,2.0,9.0,,,6,11,2,classical_gap,2
struct,2,2.0,9.0,,,6,11,2,silhouette,2
struct,2,2.0,9.0,,,6,11,2,calinski_harabasz,2
struct,2,2.0,9.0,,,6,11,2,davies_bouldin,2
struct,2,2.0,9.0,,,6,11,2,decluster_dip,2
struct,2,2.0,9.0,,,6,11,2,ess_dip,2
struct,2,2.0,9.0,,,6,11,2,ess_dip_detrend,2
struct,2,2.0,9.0,,,6,11,2,ess_dip_adaptive,2
struct,2,2.0,9.0,,,6,11,2,ess_dip_local,2
struct,2,2.0,9.0,,,6,14,2,classical_gap,2
struct,2,2.0,9.0,,,6,14,2,silhouette,2
struct,2,2.0,9.0,,,6,14,2,calinski_harabasz,2
struct,2,2.0,9.0,,,6,14,2,davies_bouldin,2
struct,2,2.0,9.0,,,6,14,2,decluster_dip,2
struct,2,2.0,9.0,,,6,14,2,ess_dip,2
struct,2,2.0,9.0,,,6,14,2,ess_dip_detrend,1
struct,2,2.0,9.0,,,6,14,2,ess_dip_adaptive,2
struct,2,2.0,9.0,,,6,14,2,ess_dip_local,2
struct,2,3.0,6.0,,,7,0,2,classical_gap,2
struct,2,3.0,6.0,,,7,0,2,silhouette,2
struct,2,3.0,6.0,,,7,0,2,calinski_harabasz,2
struct,2,3.0,6.0,,,7,0,2,davies_bouldin,2
struct,2,3.0,6.0,,,7,0,2,decluster_dip,2
struct,2,3.0,6.0,,,7,0,2,ess_dip,2
struct,2,3.0,6.0,,,7,0,2,ess_dip_detrend,2
struct,2,3.0,6.0,,,7,0,2,ess_dip_adaptive,2
struct,2,3.0,6.0,,,7,0,2,ess_dip_local,2
struct,2,2.0,9.0,,,6,6,2,classical_gap,2
struct,2,2.0,9.0,,,6,6,2,silhouette,2
struct,2,2.0,9.0,,,6,6,2,calinski_harabasz,2
struct,2,2.0,9.0,,,6,6,2,davies_bouldin,2
struct,2,2.0,9.0,,,6,6,2,decluster_dip,2
struct,2,2.0,9.0,,,6,6,2,ess_dip,2
struct,2,2.0,9.0,,,6,6,2,ess_dip_detrend,1
struct,2,2.0,9.0,,,6,6,2,ess_dip_adaptive,2
struct,2,2.0,9.0,,,6,6,2,ess_dip_local,2
struct,2,3.0,6.0,,,7,4,2,classical_gap,2
struct,2,3.0,6.0,,,7,4,2,silhouette,2
struct,2,3.0,6.0,,,7,4,2,calinski_harabasz,2
struct,2,3.0,6.0,,,7,4,2,davies_bouldin,2
struct,2,3.0,6.0,,,7,4,2,decluster_dip,2
struct,2,3.0,6.0,,,7,4,2,ess_dip,2
struct,2,3.0,6.0,,,7,4,2,ess_dip_detrend,2
struct,2,3.0,6.0,,,7,4,2,ess_dip_adaptive,2
struct,2,3.0,6.0,,,7,4,2,ess_dip_local,2
struct,2,3.0,6.0,,,7,2,2,classical_gap,2
struct,2,3.0,6.0,,,7,2,2,silhouette,2
struct,2,3.0,6.0,,,7,2,2,calinski_harabasz,2
struct,2,3.0,6.0,,,7,2,2,davies_bouldin,2
struct,2,3.0,6.0,,,7,2,2,decluster_dip,2
struct,2,3.0,6.0,,,7,2,2,ess_dip,2
struct,2,3.0,6.0,,,7,2,2,ess_dip_detrend,1
struct,2,3.0,6.0,,,7,2,2,ess_dip_adaptive,2
struct,2,3.0,6.0,,,7,2,2,ess_dip_local,2
struct,2,3.0,6.0,,,7,11,2,classical_gap,2
struct,2,3.0,6.0,,,7,11,2,silhouette,2
struct,2,3.0,6.0,,,7,11,2,calinski_harabasz,2
struct,2,3.0,6.0,,,7,11,2,davies_bouldin,2
struct,2,3.0,6.0,,,7,11,2,decluster_dip,2
struct,2,3.0,6.0,,,7,11,2,ess_dip,2
struct,2,3.0,6.0,,,7,11,2,ess_dip_detrend,2
struct,2,3.0,6.0,,,7,11,2,ess_dip_adaptive,2
struct,2,3.0,6.0,,,7,11,2,ess_dip_local,2
struct,2,2.0,9.0,,,6,12,2,classical_gap,2
struct,2,2.0,9.0,,,6,12,2,silhouette,2
struct,2,2.0,9.0,,,6,12,2,calinski_harabasz,2
struct,2,2.0,9.0,,,6,12,2,davies_bouldin,2
struct,2,2.0,9.0,,,6,12,2,decluster_dip,2
struct,2,2.0,9.0,,,6,12,2,ess_dip,2
struct,2,2.0,9.0,,,6,12,2,ess_dip_detrend,1
struct,2,2.0,9.0,,,6,12,2,ess_dip_adaptive,2
struct,2,2.0,9.0,,,6,12,2,ess_dip_local,2
struct,2,3.0,6.0,,,7,3,2,classical_gap,2
struct,2,3.0,6.0,,,7,3,2,silhouette,2
struct,2,3.0,6.0,,,7,3,2,calinski_harabasz,2
struct,2,3.0,6.0,,,7,3,2,davies_bouldin,2
struct,2,3.0,6.0,,,7,3,2,decluster_dip,2
struct,2,3.0,6.0,,,7,3,2,ess_dip,2
